Start,End,Time Zone,Duration,Restful Minutes, Restless Minutes, Awake Minutes
2019-12-28 00:36,2019-12-28 08:54,CEST,499,487,12,0
2019-12-27 01:14,2019-12-27 06:48,CEST,335,328,7,0
2019-12-26 01:32,2019-12-26 08:43,CEST,431,419,12,0
2019-12-25 01:09,2019-12-25 09:30,CEST,500,479,16,5
2019-12-24 00:34,2019-12-24 09:27,CEST,533,519,14,0
2019-12-23 00:36,2019-12-23 09:23,CEST,528,507,18,3
2019-12-21 23:46,2019-12-22 08:12,CEST,505,489,15,2
2019-12-19 00:02,2019-12-19 06:15,CEST,373,364,9,0
2019-12-17 22:03,2019-12-18 06:30,CEST,507,489,16,3
2019-12-15 23:51,2019-12-16 06:30,CEST,400,388,10,2
2019-12-14 23:23,2019-12-15 06:55,CEST,452,419,23,10
2019-12-13 21:13,2019-12-14 08:33,CEST,680,646,31,3
2019-12-12 23:18,2019-12-13 06:25,CEST,427,409,14,4
2019-12-11 23:23,2019-12-12 06:10,CEST,407,394,9,3
2019-12-09 23:58,2019-12-10 06:10,CEST,372,362,8,2
2019-12-09 02:06,2019-12-09 05:59,CEST,233,228,5,0
2019-12-08 00:47,2019-12-08 09:41,CEST,535,494,27,13
2019-12-06 02:38,2019-12-06 06:14,CEST,216,208,8,0
2019-12-05 00:18,2019-12-05 06:07,CEST,349,337,10,2
2019-12-04 03:00,2019-12-04 06:15,CEST,195,189,6,0
2019-12-02 23:34,2019-12-03 06:21,CEST,407,394,13,0
2019-12-01 23:33,2019-12-02 06:10,CEST,397,381,13,3
2019-11-30 23:46,2019-12-01 08:12,CEST,506,485,19,3
2019-11-29 23:55,2019-11-30 08:25,CEST,510,492,15,3
2019-11-29 04:00,2019-11-29 06:14,CEST,134,129,5,0
2019-11-27 23:43,2019-11-28 06:25,CEST,402,390,10,2
2019-11-27 00:02,2019-11-27 06:10,CEST,368,358,10,0
2019-11-25 23:53,2019-11-26 06:16,CEST,383,374,7,2
2019-11-25 03:24,2019-11-25 06:10,CEST,166,162,4,0
2019-11-24 01:25,2019-11-24 08:13,CEST,408,398,10,0
2019-11-23 00:30,2019-11-23 09:05,CEST,516,500,13,3
2019-11-22 00:03,2019-11-22 06:10,CEST,366,358,8,0
2019-11-21 00:06,2019-11-21 06:08,CEST,362,354,8,0
2019-11-19 22:38,2019-11-20 06:15,CEST,457,440,15,2
2019-11-19 00:54,2019-11-19 06:10,CEST,316,306,9,2
2019-11-16 23:43,2019-11-17 08:20,CEST,516,496,18,3
2019-11-15 23:51,2019-11-16 07:28,CEST,457,444,13,0
2019-11-15 00:28,2019-11-15 06:10,CEST,342,330,9,2
2019-11-14 01:01,2019-11-14 06:15,CEST,314,303,11,0
2019-11-11 23:49,2019-11-12 06:15,CEST,386,378,8,0
2019-11-10 22:25,2019-11-11 06:15,CEST,471,457,13,0
2019-11-10 00:10,2019-11-10 06:45,CEST,395,383,10,2
2019-11-08 23:55,2019-11-09 07:48,CEST,472,456,15,2
2019-11-07 23:26,2019-11-08 06:07,CEST,401,390,8,3
2019-11-06 00:18,2019-11-06 06:06,CEST,347,339,8,0
2019-11-05 00:04,2019-11-05 06:10,CEST,366,355,9,2
2019-11-03 22:14,2019-11-04 06:11,CEST,476,462,11,3
2019-11-03 00:25,2019-11-03 07:59,CEST,454,442,10,2
2019-11-01 23:19,2019-11-02 08:10,CEST,530,514,15,2
2019-10-30 21:06,2019-10-31 06:28,CEST,562,539,22,2
2019-10-29 23:33,2019-10-30 05:16,CEST,342,335,7,0
2019-10-28 23:38,2019-10-29 05:55,CEST,377,371,6,0
2019-10-28 00:12,2019-10-28 06:12,CEST,359,347,10,2
2019-10-26 23:51,2019-10-27 06:52,CEST,481,466,12,2
2019-10-25 22:58,2019-10-26 01:17,CEST,139,136,3,0
2019-10-24 23:08,2019-10-25 06:02,CEST,414,401,11,3
2019-10-23 23:20,2019-10-24 05:45,CEST,385,373,10,2
2019-10-22 22:44,2019-10-23 05:41,CEST,417,405,12,0
2019-10-21 22:37,2019-10-22 06:14,CEST,457,446,9,2
2019-10-21 00:21,2019-10-21 06:05,CEST,344,336,8,0
2019-10-18 23:11,2019-10-19 06:48,CEST,457,441,15,2
2019-10-17 23:24,2019-10-18 06:30,CEST,426,415,10,0
2019-10-16 00:15,2019-10-16 07:00,CEST,405,396,9,0
2019-10-14 23:38,2019-10-15 07:17,CEST,459,445,12,2
2019-10-13 22:44,2019-10-14 07:33,CEST,529,509,17,3
2019-10-13 00:15,2019-10-13 07:27,CEST,432,416,13,3
2019-10-11 23:06,2019-10-12 07:09,CEST,483,468,12,2
2019-10-10 23:09,2019-10-11 06:09,CEST,420,403,15,3
2019-10-08 21:50,2019-10-09 05:57,CEST,487,470,14,3
2019-10-08 02:29,2019-10-08 06:09,CEST,220,211,8,0
2019-10-06 22:45,2019-10-07 06:15,CEST,450,439,11,0
2019-10-04 22:07,2019-10-05 06:17,CEST,490,472,16,2
2019-10-02 22:12,2019-10-03 06:11,CEST,479,465,12,2
2019-10-02 01:31,2019-10-02 06:07,CEST,275,266,9,0
2019-09-30 22:49,2019-10-01 06:10,CEST,441,431,10,0
2019-09-30 00:09,2019-09-30 06:15,CEST,366,353,11,2
2019-09-28 23:23,2019-09-29 07:37,CEST,494,478,10,6
2019-09-27 23:56,2019-09-28 07:35,CEST,459,444,12,2
2019-09-26 23:46,2019-09-27 06:15,CEST,388,371,16,1
2019-09-25 22:12,2019-09-26 06:14,CEST,483,473,8,2
2019-09-23 21:33,2019-09-24 06:15,CEST,522,504,13,5
2019-09-22 23:19,2019-09-23 06:14,CEST,415,389,16,10
2019-09-21 23:28,2019-09-22 07:42,CEST,495,480,12,2
2019-09-20 21:40,2019-09-21 06:32,CEST,532,516,14,2
2019-09-20 04:14,2019-09-20 06:15,CEST,121,116,5,0
2019-09-18 23:36,2019-09-19 05:59,CEST,383,375,9,0
2019-09-18 00:02,2019-09-18 05:44,CEST,342,334,8,0
2019-09-16 22:35,2019-09-17 06:13,CEST,458,444,11,2
2019-09-15 23:01,2019-09-16 06:21,CEST,440,425,13,2
2019-09-14 21:43,2019-09-15 08:00,CEST,617,592,19,5
2019-09-13 23:46,2019-09-14 06:40,CEST,415,398,15,2
2019-09-12 20:57,2019-09-13 05:47,CEST,531,518,13,0
2019-09-10 21:52,2019-09-11 05:39,CEST,467,456,8,3
2019-09-09 22:46,2019-09-10 05:59,CEST,432,418,14,1
2019-09-08 23:15,2019-09-09 05:33,CEST,378,368,8,2
2019-09-08 00:22,2019-09-08 07:39,CEST,437,422,12,4
2019-09-06 22:46,2019-09-07 07:36,CEST,530,504,21,5
2019-09-05 22:10,2019-09-06 04:10,CEST,361,352,9,0
2019-09-04 23:11,2019-09-05 05:55,CEST,404,393,8,2
2019-09-03 22:09,2019-09-04 06:04,CEST,475,459,15,0
2019-09-02 23:29,2019-09-03 06:11,CEST,402,387,12,2
2019-09-01 23:43,2019-09-02 06:29,CEST,406,393,11,2
2019-08-31 23:02,2019-09-01 06:55,CEST,473,446,23,4
2019-08-30 22:54,2019-08-31 06:30,CEST,457,444,10,3
2019-08-29 23:17,2019-08-30 06:22,CEST,425,412,13,0
2019-08-28 22:31,2019-08-29 06:06,CEST,456,444,10,2
2019-08-27 22:34,2019-08-28 06:15,CEST,461,445,12,4
2019-08-25 22:54,2019-08-26 06:13,CEST,439,419,16,4
2019-08-24 23:13,2019-08-25 07:58,CEST,525,508,15,2
2019-08-23 23:16,2019-08-24 08:39,CEST,564,543,16,4
2019-08-22 23:43,2019-08-23 03:44,CEST,240,235,6,0
2019-08-22 00:04,2019-08-22 07:02,CEST,418,402,14,3
2019-08-21 00:27,2019-08-21 05:00,CEST,272,266,6,0
2019-08-20 00:53,2019-08-20 05:29,CEST,276,264,12,0
2019-08-18 23:44,2019-08-19 06:00,CEST,376,358,16,2
2019-08-16 23:35,2019-08-17 06:24,CEST,409,394,14,0
2019-08-15 23:22,2019-08-16 05:39,CEST,377,367,8,2
2019-08-15 00:00,2019-08-15 05:59,CEST,359,345,11,4
2019-08-14 03:27,2019-08-14 06:00,CEST,153,146,6,0
2019-08-13 01:30,2019-08-13 05:58,CEST,268,258,7,2
2019-08-11 22:50,2019-08-12 05:58,CEST,429,411,13,4
2019-08-11 01:22,2019-08-11 08:21,CEST,419,405,12,2
2019-08-10 03:28,2019-08-10 08:11,CEST,283,275,8,0
2019-08-08 23:33,2019-08-09 06:44,CEST,430,420,8,2
2019-08-07 23:42,2019-08-08 06:38,CEST,415,406,10,0
2019-08-06 23:09,2019-08-07 06:29,CEST,440,428,12,0
2019-08-05 23:16,2019-08-06 06:36,CEST,440,429,11,0
2019-08-04 23:05,2019-08-05 08:40,CEST,575,539,23,13
2019-08-03 23:52,2019-08-04 07:54,CEST,482,458,16,8
2019-08-02 23:49,2019-08-03 07:57,CEST,487,467,14,6
2019-08-01 23:07,2019-08-02 06:25,CEST,438,429,9,0
2019-08-01 01:17,2019-08-01 06:38,CEST,321,310,9,2
2019-07-31 00:23,2019-07-31 06:55,CEST,391,377,12,3
2019-07-30 00:49,2019-07-30 06:30,CEST,341,333,6,2
2019-07-29 00:51,2019-07-29 06:15,CEST,324,314,7,3
2019-07-28 02:59,2019-07-28 09:54,CEST,415,403,13,0
2019-07-27 00:30,2019-07-27 08:02,CEST,452,410,34,8
2019-07-26 00:17,2019-07-26 07:21,CEST,424,410,12,2
2019-07-25 00:19,2019-07-25 09:45,CEST,565,528,24,13
2019-07-24 00:30,2019-07-24 08:41,CEST,492,456,24,12
2019-07-23 03:55,2019-07-23 07:59,CEST,244,223,14,7
2019-07-21 23:11,2019-07-22 08:34,CEST,563,532,24,7
2019-07-20 22:58,2019-07-21 09:00,CEST,602,574,21,7
2019-07-19 00:24,2019-07-19 08:44,CEST,500,486,11,2
2019-07-18 00:39,2019-07-18 09:12,CEST,514,491,15,7
2019-07-16 23:30,2019-07-17 07:23,CEST,473,454,17,3
2019-07-16 00:14,2019-07-16 08:16,CEST,482,453,22,7
2019-07-15 00:05,2019-07-15 07:11,CEST,426,417,10,0
2019-07-14 01:08,2019-07-14 09:32,CEST,504,491,13,0
2019-07-13 00:57,2019-07-13 08:27,CEST,450,423,21,6
2019-07-12 00:49,2019-07-12 08:55,CEST,486,458,21,8
2019-07-11 02:20,2019-07-11 09:28,CEST,428,416,12,0
2019-07-10 00:41,2019-07-10 07:55,CEST,434,422,12,0
2019-07-08 00:58,2019-07-08 13:00,CEST,721,706,14,2
2019-07-06 09:30,2019-07-06 12:57,CEST,208,200,8,0
2019-07-05 07:15,2019-07-05 13:04,CEST,349,339,9,2
2019-07-04 05:34,2019-07-04 13:53,CEST,499,481,15,3
2019-07-02 06:54,2019-07-02 13:57,CEST,423,407,14,2
2019-07-01 04:47,2019-07-01 13:24,GMT-4,517,502,13,1
2019-06-29 06:59,2019-06-29 13:31,GMT-4,391,382,9,0
2019-06-26 06:19,2019-06-26 14:14,GMT-4,475,433,36,6
2019-06-25 10:04,2019-06-25 12:35,GMT-4,151,146,4,0
2019-06-24 04:34,2019-06-24 13:00,GMT-4,506,485,14,7
2019-06-23 05:45,2019-06-23 14:28,GMT-4,523,509,13,2
2019-06-22 07:05,2019-06-22 13:25,GMT-4,380,364,16,0
2019-06-21 05:24,2019-06-21 13:07,GMT-4,463,448,14,0
2019-06-20 06:31,2019-06-20 13:49,GMT-4,438,421,15,2
2019-06-19 07:29,2019-06-19 13:23,GMT-4,354,334,20,0
2019-06-18 06:21,2019-06-18 13:26,GMT-4,425,409,15,0
2019-06-17 04:41,2019-06-17 13:17,GMT-4,516,488,22,6
2019-06-16 06:45,2019-06-16 12:27,GMT-4,342,335,7,0
2019-06-15 04:57,2019-06-15 13:54,GMT-4,537,522,12,3
2019-06-13 05:37,2019-06-13 12:00,GMT-4,383,371,11,1
2019-06-12 04:32,2019-06-12 12:28,GMT-4,477,465,9,2
2019-06-11 04:20,2019-06-11 11:50,GMT-4,449,398,50,2
2019-06-10 10:11,2019-06-10 12:25,GMT-4,133,127,6,0
2019-06-08 04:23,2019-06-08 13:57,GMT-4,575,526,36,12
2019-06-07 06:33,2019-06-07 12:16,GMT-4,342,332,10,0
2019-06-06 04:00,2019-06-06 12:06,GMT-4,486,466,17,4
2019-06-05 04:44,2019-06-05 11:57,GMT-4,433,416,13,4
2019-06-04 05:05,2019-06-04 12:14,GMT-4,428,417,10,1
2019-06-03 05:00,2019-06-03 12:05,GMT-4,425,407,17,1
2019-06-02 05:40,2019-06-02 14:08,GMT-4,508,482,22,4
2019-06-01 05:29,2019-06-01 14:55,GMT-4,566,547,16,2
2019-05-30 05:17,2019-05-30 11:37,GMT-4,380,369,10,2
2019-05-29 06:07,2019-05-29 11:59,GMT-4,352,340,10,2
2019-05-28 05:54,2019-05-28 12:00,GMT-4,366,357,6,2
2019-05-27 10:22,2019-05-27 13:48,GMT-4,207,201,6,0
2019-05-26 07:00,2019-05-26 13:56,GMT-4,416,398,16,1
2019-05-25 05:30,2019-05-25 14:22,GMT-4,533,516,14,2
2019-05-24 05:18,2019-05-24 11:33,GMT-4,375,354,16,5
2019-05-23 04:24,2019-05-23 12:05,GMT-4,461,449,12,0
2019-05-22 05:58,2019-05-22 12:05,GMT-4,367,348,12,6
2019-05-21 05:16,2019-05-21 12:03,GMT-4,407,391,16,0
2019-05-20 04:14,2019-05-20 13:03,GMT-4,529,505,23,1
2019-05-19 04:49,2019-05-19 14:11,GMT-4,562,539,21,2
2019-05-18 05:23,2019-05-18 13:13,GMT-4,470,454,16,0
2019-05-17 04:43,2019-05-17 12:06,GMT-4,444,426,17,0
2019-05-16 05:04,2019-05-16 12:07,GMT-4,423,412,9,2
2019-05-15 04:52,2019-05-15 12:15,GMT-4,444,435,9,0
2019-05-14 05:37,2019-05-14 12:19,GMT-4,402,390,10,1
2019-05-13 06:33,2019-05-13 12:18,GMT-4,345,337,8,0
2019-05-12 05:01,2019-05-12 14:18,GMT-4,557,534,19,4
2019-05-11 06:00,2019-05-11 12:39,GMT-4,400,393,7,0
2019-05-10 04:01,2019-05-10 12:00,GMT-4,479,464,16,0
2019-05-09 03:21,2019-05-09 12:05,GMT-4,524,498,23,4
2019-05-08 06:32,2019-05-08 11:54,GMT-4,323,315,8,0
2019-05-07 04:33,2019-05-07 14:28,GMT-4,595,544,38,12
2019-05-06 12:04,2019-05-06 14:06,GMT-4,122,117,5,0
2019-05-05 07:52,2019-05-05 14:37,GMT-4,405,381,12,12
2019-05-04 07:00,2019-05-04 12:57,GMT-4,357,340,17,0
2019-05-03 06:41,2019-05-03 11:59,GMT-4,318,307,11,0
2019-05-02 05:26,2019-05-02 13:21,GMT-4,475,459,16,0
2019-05-01 06:14,2019-05-01 12:24,GMT-4,370,354,17,0
2019-04-30 04:49,2019-04-30 12:03,GMT-4,435,417,15,3
2019-04-28 05:30,2019-04-28 12:20,GMT-4,410,391,13,6
2019-04-27 07:00,2019-04-27 15:11,GMT-4,491,473,15,3
2019-04-25 04:21,2019-04-25 13:13,GMT-4,533,510,21,2
2019-04-24 04:44,2019-04-24 12:05,GMT-4,441,423,14,4
2019-04-23 05:42,2019-04-23 12:50,GMT-4,427,412,14,1
2019-04-22 06:00,2019-04-22 12:00,GMT-4,360,346,12,2
2019-04-21 06:30,2019-04-21 13:14,GMT-4,405,386,16,3
2019-04-20 05:31,2019-04-20 13:05,GMT-4,455,433,20,2
2019-04-19 05:30,2019-04-19 13:28,GMT-4,477,458,17,2
2019-04-18 05:47,2019-04-18 13:03,GMT-4,436,412,24,0
2019-04-17 05:34,2019-04-17 12:23,GMT-4,410,390,20,0
2019-04-16 04:54,2019-04-16 13:29,GMT-4,515,501,12,2
2019-04-15 05:11,2019-04-15 13:49,GMT-4,518,492,21,5
2019-04-14 04:19,2019-04-14 14:16,GMT-4,597,572,25,0
2019-04-13 09:28,2019-04-13 15:00,GMT-4,331,320,12,0
2019-04-12 10:00,2019-04-12 12:24,GMT-4,144,138,6,0
2019-04-10 06:09,2019-04-10 12:00,GMT-4,351,339,10,2
2019-04-09 05:41,2019-04-09 11:46,GMT-4,365,356,9,0
2019-04-08 07:30,2019-04-08 12:14,GMT-4,285,273,12,0
2019-04-07 05:41,2019-04-07 14:04,GMT-4,503,472,15,16
2019-04-06 07:15,2019-04-06 14:07,GMT-4,412,395,14,3
2019-04-05 05:21,2019-04-05 12:00,GMT-4,399,381,11,7
2019-04-04 06:58,2019-04-04 10:57,GMT-4,239,226,11,1
2019-04-03 04:48,2019-04-03 12:07,GMT-4,439,418,14,7
2019-04-02 05:43,2019-04-02 11:51,GMT-4,368,357,9,1
2019-04-01 04:34,2019-04-01 12:00,GMT-4,446,432,11,3
2019-03-31 05:39,2019-03-31 14:03,GMT-4,503,480,18,6
2019-03-29 04:14,2019-03-29 10:43,GMT-4,389,375,12,2
2019-03-28 04:35,2019-03-28 10:57,GMT-4,382,372,9,0
2019-03-27 03:58,2019-03-27 11:39,GMT-4,461,447,12,2
2019-03-26 03:54,2019-03-26 11:00,GMT-4,426,413,11,2
2019-03-25 03:53,2019-03-25 09:11,GMT-4,317,298,10,10
2019-03-24 04:59,2019-03-24 12:22,GMT-4,443,430,13,0
2019-03-23 04:36,2019-03-23 12:40,GMT-4,483,468,14,2
2019-03-22 04:07,2019-03-22 10:49,GMT-4,402,391,9,2
2019-03-20 06:30,2019-03-20 11:12,GMT-4,283,274,9,0
2019-03-19 03:50,2019-03-19 11:00,GMT-4,430,418,10,2
2019-03-18 03:55,2019-03-18 11:25,GMT-4,450,437,12,1
2019-03-17 05:31,2019-03-17 12:42,GMT-4,431,415,13,2
2019-03-16 05:01,2019-03-16 12:38,GMT-4,457,442,14,0
2019-03-14 04:41,2019-03-14 11:00,GMT-4,379,363,16,0
2019-03-13 05:18,2019-03-13 11:00,GMT-4,342,334,8,1
2019-03-12 09:13,2019-03-12 11:09,GMT-4,116,112,4,0
2019-03-11 03:49,2019-03-11 11:04,GMT-4,434,417,15,1
2019-03-10 04:24,2019-03-10 13:33,GMT-4,549,532,16,0
2019-03-09 05:14,2019-03-09 15:15,GMT-4,601,581,17,3
2019-03-08 11:30,2019-03-08 15:08,GMT-4,218,210,9,0
2019-03-07 04:51,2019-03-07 10:59,GMT-4,368,355,11,2
2019-03-06 05:19,2019-03-06 12:07,GMT-4,409,395,14,0
2019-03-05 04:29,2019-03-05 12:04,GMT-4,455,438,15,2
2019-03-04 07:30,2019-03-04 13:50,GMT-4,380,364,16,0
2019-03-03 06:58,2019-03-03 14:06,GMT-4,429,412,14,2
2019-03-02 04:29,2019-03-02 13:35,GMT-4,546,526,19,2
2019-03-01 06:26,2019-03-01 12:00,GMT-4,334,324,10,0
2019-02-28 04:41,2019-02-28 13:34,GMT-4,533,500,25,8
2019-02-27 07:30,2019-02-27 12:06,GMT-4,276,265,11,0
2019-02-26 05:37,2019-02-26 12:05,GMT-4,388,378,9,1
2019-02-25 04:19,2019-02-25 12:00,GMT-4,461,445,16,0
2019-02-24 05:45,2019-02-24 13:32,GMT-4,467,453,12,1
2019-02-23 06:29,2019-02-23 14:40,GMT-4,491,472,17,2
2019-02-22 04:30,2019-02-22 12:09,GMT-4,459,445,12,1
2019-02-21 05:36,2019-02-21 13:20,GMT-4,463,437,22,4
2019-02-20 05:51,2019-02-20 11:57,GMT-4,366,356,11,0
2019-02-19 05:31,2019-02-19 12:25,GMT-4,414,402,10,2
2019-02-18 06:01,2019-02-18 13:19,GMT-4,437,415,19,3
2019-02-17 05:30,2019-02-17 12:44,GMT-4,435,418,13,3
2019-02-16 05:12,2019-02-16 13:20,GMT-4,488,473,13,2
2019-02-15 06:32,2019-02-15 12:28,GMT-4,356,348,8,0
2019-02-14 03:39,2019-02-14 11:44,GMT-4,486,465,18,3
2019-02-13 08:09,2019-02-13 13:53,GMT-4,344,320,23,0
2019-02-12 04:27,2019-02-12 13:13,GMT-4,526,498,20,7
2019-02-11 04:33,2019-02-11 12:00,GMT-4,446,434,11,2
2019-02-10 04:59,2019-02-10 12:40,GMT-4,461,446,12,3
2019-02-08 05:34,2019-02-08 11:56,GMT-4,382,374,8,0
2019-02-07 04:34,2019-02-07 11:59,GMT-4,444,401,21,22
2019-02-06 06:02,2019-02-06 12:09,GMT-4,367,355,11,1
2019-02-05 05:32,2019-02-05 12:00,GMT-4,388,373,13,1
2019-02-04 04:46,2019-02-04 12:04,GMT-4,438,424,13,1
2019-02-03 04:15,2019-02-03 12:07,GMT-4,472,461,11,0
2019-02-02 04:11,2019-02-02 13:33,GMT-4,562,536,22,4
2019-02-01 05:25,2019-02-01 12:00,GMT-4,395,381,10,4
2019-01-31 05:43,2019-01-31 12:48,GMT-4,425,408,17,1
2019-01-30 04:19,2019-01-30 14:00,GMT-4,580,531,36,13
2019-01-29 02:53,2019-01-29 12:00,GMT-4,547,532,13,2
2019-01-28 04:15,2019-01-28 12:04,GMT-4,469,450,17,2
2019-01-26 08:39,2019-01-26 13:09,GMT-4,270,261,9,0
2019-01-25 05:41,2019-01-25 12:09,GMT-4,388,377,10,0
2019-01-24 04:27,2019-01-24 12:00,GMT-4,453,437,15,1
2019-01-23 04:22,2019-01-23 12:32,GMT-4,490,474,15,1
2019-01-22 08:00,2019-01-22 12:11,GMT-4,251,245,6,0
2019-01-21 03:30,2019-01-21 13:07,GMT-4,577,547,23,7
2019-01-20 05:46,2019-01-20 13:00,GMT-4,434,422,10,2
2019-01-19 04:00,2019-01-19 13:17,GMT-4,557,525,31,2
2019-01-18 05:36,2019-01-18 11:20,GMT-4,344,321,18,5
2019-01-17 03:30,2019-01-17 13:11,GMT-4,582,565,16,0
2019-01-16 05:29,2019-01-16 12:40,GMT-4,430,411,18,2
2019-01-14 01:30,2019-01-14 08:00,CEST,389,343,34,13
2019-01-13 00:57,2019-01-13 08:21,CEST,444,427,15,2
2019-01-12 01:01,2019-01-12 08:31,CEST,450,435,10,5
2019-01-11 01:58,2019-01-11 06:35,CEST,277,269,8,0
